doc_id,title,url,event_type,sponsor,location,date,speaker,views,originating_calendar,topics,cost,contact,e-mail,phone,registration,description,seminars,workshops,job_networking,workouts,social_events,arts
327,Sousa and Tsar Nicholas II’s Birthday: An Unexpected Tour Adventure,http://calendars.illinois.edu/detail/7?eventId=33287961,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Aug 21, 2017 - Aug 6, 2018    All Day ",NA,291,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
The Russian imperial capital of St. Petersburg was a major stop during John Philip Sousa’s 1903 tour of Europe.  Sousa planned his St. Petersburg performances to coincide with the tsar’s birthday and the bicentennial of the city’s founding, and anticipated large audiences for these concerts because the band had never before played in Russia.  What resulted, however, was a misadventure.  The concerts occurred at the beginning of Russia’s annual summer vacation when most theaters and concerts halls were closed.  In addition Russian music critics’ responses to his music was tepid.  Sousa was intimidated by the extensive advertising throughout the city for what he initially believed to be his music rival Суза, but eventually discovered that this was the Russian spelling of his own name.   While the St. Petersburg performances were not well attended, the concerts did spark deep patriotism among the American diplomats who were able to attend and the Russian aristocracy and military enthusiastically received the Sousa Band’s renditions of the Imperial Russian and American national anthems.  This exhibit of photographs, music, newspaper reviews, and political cartoons document Russian perceptions of America and Sousa’s music at the beginning of the twentieth century.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,1,5
328,Knowledge at Work: The University of Illinois at 150,http://calendars.illinois.edu/detail/7?eventId=33285326,Exhibition,Spurlock Museum,Spurlock Museum,"Sep 12, 2017 - Aug 15, 2018    All Day ",NA,381,Campus General Request Event,"outreach, sesquicentennial",free,Beth Watkins,ewatkins@illinois.edu,217-265-5485,NA,"The exhibit Knowledge at Work: The University of Illinois at 150 traces the connections between the University of Illinois and people, places, and ideas near and far. Explore this community of educators, researchers, and students over decades of learning, research, and public service. Learn about contributions of a wide variety of people and groups to campus history and ways the University has changed how it relates to the people it serves.
 
From its founding as a Land Grant institution in 1867 focused on agriculture and engineering, through expansions into arts, graduate studies, and national and international collaborations, the University has maintained a mission to deliver education and research in service to society. In Knowledge at Work, we look at the role of the University of Illinois as a nexus for bringing together people with diverse backgrounds, perspectives, and experiences in a common pursuit. The background and needs of students and faculty have changed over time, inspiring new facilities, curricula, and services.
On display are artifacts, documents, and photographs from throughout the University’s history: books from the first library collection, a course schedule from 1877, panels from early ILLIAC computers, and Olympian Jean Driscoll’s racing chair.
The exhibit is accompanied by a series of events for all ages: talks, exhibit tours with the curator, family hands-on activities, and historic campus walking tours. Visit the Museum’s website to learn more http://www.spurlock.illinois.edu/events/#ui150.
Knowledge at Work runs September 12, 2017–December 21, 2018 and was developed in partnership with the University of Illinois Archives.",2,1,2,0,3,6
329,“From Russia with Love:” John Garvey’s Russian Folk Orchestra,http://calendars.illinois.edu/detail/7?eventId=33287963,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 12, 2017 - Sep 3, 2018    All Day ",NA,190,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
The University of Illinois Russian Folk Orchestra was founded in 1974 by John Garvey, who had joined the University’s Walden String Quartet in 1948 as its violist and in 1959 established the university’s jazz band program.  In 1969, the jazz band toured the Soviet Union as part of the State Department’s cultural exchange program, and Garvey developed a keen interest in Russian folk music.  He later returned to the USSR to study Russian folk music traditions and purchased additional folk instruments that he used to establish the Illinois Russian Folk Orchestra.  The Illinois ensemble eventually served as a model for other American universities’ Russian folk orchestras by providing open depoliticized educational spaces for students to pursue their interest in Russian folk music traditions.  This exhibit of folk instruments, photographs, and music provides visitors with a general introduction to Russian folk music traditions and culture that were promoted by the Soviet Union after the Russian Revolution and the folk musicians who immigrated to the United States after WWII.  It also acknowledges many of the talented musicians who performed with the University of Illinois’ Russian Folk Orchestra under Garvey’s direction between 1974 and 1989 and reveals a forgotten part of the University of Illinois’ musical past.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,1,8
330,Illinois’ Anti-Establishment Soundscapes: Troubled Waters in 1970,http://calendars.illinois.edu/detail/7?eventId=33287966,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 30, 2017 - Oct 29, 2018    All Day ",NA,120,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
During the late 1960s many university campuses across America experienced significant political and social turmoil.  For the University of Illinois the spring of 1970 was a time of tremendous political unrest among students and faculty regarding America’s involvement in the Vietnam war, the US Department of Defense’s construction of the Illiac IV supercomputer on campus, the Champaign-Urbana police force’s killing of an unarmed African American student on the Illinois campus, and the Ohio National Guard’s shooting of four students on the campus of Kent State University.   While Illinois’ students and many of its faculty frequently came together at this time to protest the Federal government’s growing political oppression and imperialism, the campus’ activists and protestors used many different music genres to convey their messages across the Urbana-Champaign campus.  Music groups like the Campus Folksong Club, the Walden String Quartet, Medicare 7, 8, or 9, and REO Speedwagon as well as many faculty members from the University’s School of Music frequently lent their musical talents to support these political and social protests.  This exhibit of photographs, news clippings, advertisements, protest broadsides, concert programs, graphic illustrations, and audio recordings highlight the diverse intersections of music, art, and protest on the Illinois campus during the 1970 school year.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,0,4
331,Pioneer Agricultural Journalists Exhibit,http://calendars.illinois.edu/detail/7?eventId=33302534,Exhibition,Agricultural Communications Documentation Center (ACDC),"Funk ACES Library, 2nd Floor, 1101 South Goodwin Avenue, Urbana","Mar 14, 2018 - Jun 1, 2018    All Day ",NA,35,Library Calendar,NA,No Cost,Agricultural Communications Documentation Center,docctr@library.illinois.edu,217-300-0029,NA,"This exhibit provides a sampling of early agricultural editors, focusing on the fifteen journalists William Edward Ogilvie writes about in Pioneering Agricultural Journalists: Brief Biographical Sketches of Some of the Early Editors in the Field of Agricultural Journalism. These pioneering agricultural journalists have used their publications to disseminate agrarian and farming knowledge and to expand the field. You can also visit the Agricultural Communications Documentation Center by appointment to get an up-close look some of the early Ag Comm journals mentioned in the exhibit (and others!) in the Center’s Volume 1 Number 1 Collection.
Visit the online exhibit available here: http://go.library.illinois.edu/agjournalist",1,2,1,0,0,2
332,KAM Exhibition | 2018 School of Art + Design Bachelor of Fine Arts Exhibition,http://calendars.illinois.edu/detail/7?eventId=33295515,Exhibition,Sponsored in part by John and Alice Pfeffer,"Krannert Art Museum Main Level, Rosann Gelvin Noel Gallery and East Gallery","May 10, 2018   9:00 am   ",NA,NA,Krannert Art Museum Calendar,NA,"free, donations accepted",NA,kam@illinois.edu,217-333-1861,NA,"In this annual exhibition, Bachelor of Fine Arts graduates present a range of art and design studio practices that illustrate their work with physical materials and digital media. The Bachelor of Fine Arts exhibition displays to the public the School of Art + Design undergraduate curriculum committed to the arts as a distinct and necesary approach to understanding and as an expression of diverse human experiences.
Sponsored in part by John and Alice Pfeffer.
All exhibitions are free and open to the public, open during normal museum hours. Please visit http://www.kam.illinois.edu for more information.",0,2,1,0,1,4
333,KAM Exhibition | Basel Abbas + Ruanne Abou-Rahme: And yet my mask is powerful,http://calendars.illinois.edu/detail/7?eventId=33295728,Exhibition,Krannert Art Museum exhibitions are made possible in part by a generous grant from The Andy Warhol Foundation for the Visual Arts. And yet my mask is powerful is presented in collaboration with Asian American Studies and the Center for South Asian & Middle Eastern Studies. Paid in part by the Student Cultural Programming Fee.,"Krannert Art Museum Main Level, West Gallery","May 10, 2018   9:00 am   ",NA,NA,Krannert Art Museum Calendar,"art, history, video art","free, donations accepted",NA,kam@illinois.edu,217-333-1861,NA,"Basel Abbas and Ruanne Abou-Rahme make collaborative work informed by the artists’ research with historical archives, literature, underground music, and film. And yet my mask is powerful stages encounters with materials from Palestine through installation, sound, cinema, and an artists’ book.
The exhibition has two parts. Part 1 is a video and sound installation. The camera follows a group of young people on a springtime walk through the ruins of a destroyed Palestinian village in Israel. We see them uncover masks, try them on, and descend into a cave. Staging new rituals of recuperation and discovery, their movements are framed by text the artists edited from Adrienne Rich’s award-winning poem Diving into the Wreck (1972). Transposed in English and Arabic, the text forgoes metaphors—seeking not the story of the wreck, but the wreck itself—and searches for what can possibly be retrieved from such a disastrous site. Rich’s feminist screed describes a solitary figure who draws on existing structures yet embarks alone toward a society without domination. Abbas and Abou-Rahme repurpose her words to question colonial legacies and occupation.
Part II resembles a scholarly study or museum storage encompassing both prehistoric time and the digital future. Neolithic limestone masks excavated near the Dead Sea and in the West Bank in the 1980s are “hacked” and reproduced using 3D technology. Printed images overlap with one another against deep blue walls while masks are unpacked, notations taken, plant specimens collected. The installation appears like a brain, inviting visitors to draw connections and peer into the artists’ multi-layered research process.
Abbas and Abou-Rahme are insurgent samplers of culture, digital bandits. And yet my mask is powerful opens possibilities for reimagining fraught histories through narratives other than endless crisis.
Basel Abbas and Ruanne Abou-Rahme’s work has been featured in exhibitions at the Palestinian Museum, the ICA Philadelphia, Portikus, Kunsthalle Wien, the Warsaw Museum of Modern Art, the ICA London, and the Sharjah, São Paulo, Istanbul, Gwangju, and Liverpool biennials. They were awarded the Abraaj Group Art Prize in 2016 and the Sharjah Biennial Prize in 2015. This exhibition is the United States premiere of And yet my mask is powerful.
Curated by Amy L. Powell, curator of Modern and Contemporary Art.
Krannert Art Museum exhibitions are made possible in part by a generous grant from The Andy Warhol Foundation for the Visual Arts. And yet my mask is powerful is presented in collaboration with Asian American Studies and the Center for South Asian & Middle Eastern Studies. Paid in part by the Student Cultural Programming Fee.
All exhibitions are free and open to the public, open during normal museum hours. Please visit http://www.kam.illinois.edu for more information.",1,1,1,0,0,9
334,Sousa and Tsar Nicholas II’s Birthday: An Unexpected Tour Adventure,http://calendars.illinois.edu/detail/7?eventId=33287961,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Aug 21, 2017 - Aug 6, 2018    All Day ",NA,291,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
The Russian imperial capital of St. Petersburg was a major stop during John Philip Sousa’s 1903 tour of Europe.  Sousa planned his St. Petersburg performances to coincide with the tsar’s birthday and the bicentennial of the city’s founding, and anticipated large audiences for these concerts because the band had never before played in Russia.  What resulted, however, was a misadventure.  The concerts occurred at the beginning of Russia’s annual summer vacation when most theaters and concerts halls were closed.  In addition Russian music critics’ responses to his music was tepid.  Sousa was intimidated by the extensive advertising throughout the city for what he initially believed to be his music rival Суза, but eventually discovered that this was the Russian spelling of his own name.   While the St. Petersburg performances were not well attended, the concerts did spark deep patriotism among the American diplomats who were able to attend and the Russian aristocracy and military enthusiastically received the Sousa Band’s renditions of the Imperial Russian and American national anthems.  This exhibit of photographs, music, newspaper reviews, and political cartoons document Russian perceptions of America and Sousa’s music at the beginning of the twentieth century.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,1,5
335,Knowledge at Work: The University of Illinois at 150,http://calendars.illinois.edu/detail/7?eventId=33285326,Exhibition,Spurlock Museum,Spurlock Museum,"Sep 12, 2017 - Aug 15, 2018    All Day ",NA,381,Campus General Request Event,"outreach, sesquicentennial",free,Beth Watkins,ewatkins@illinois.edu,217-265-5485,NA,"The exhibit Knowledge at Work: The University of Illinois at 150 traces the connections between the University of Illinois and people, places, and ideas near and far. Explore this community of educators, researchers, and students over decades of learning, research, and public service. Learn about contributions of a wide variety of people and groups to campus history and ways the University has changed how it relates to the people it serves.
 
From its founding as a Land Grant institution in 1867 focused on agriculture and engineering, through expansions into arts, graduate studies, and national and international collaborations, the University has maintained a mission to deliver education and research in service to society. In Knowledge at Work, we look at the role of the University of Illinois as a nexus for bringing together people with diverse backgrounds, perspectives, and experiences in a common pursuit. The background and needs of students and faculty have changed over time, inspiring new facilities, curricula, and services.
On display are artifacts, documents, and photographs from throughout the University’s history: books from the first library collection, a course schedule from 1877, panels from early ILLIAC computers, and Olympian Jean Driscoll’s racing chair.
The exhibit is accompanied by a series of events for all ages: talks, exhibit tours with the curator, family hands-on activities, and historic campus walking tours. Visit the Museum’s website to learn more http://www.spurlock.illinois.edu/events/#ui150.
Knowledge at Work runs September 12, 2017–December 21, 2018 and was developed in partnership with the University of Illinois Archives.",2,1,2,0,3,6
336,“From Russia with Love:” John Garvey’s Russian Folk Orchestra,http://calendars.illinois.edu/detail/7?eventId=33287963,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 12, 2017 - Sep 3, 2018    All Day ",NA,190,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
The University of Illinois Russian Folk Orchestra was founded in 1974 by John Garvey, who had joined the University’s Walden String Quartet in 1948 as its violist and in 1959 established the university’s jazz band program.  In 1969, the jazz band toured the Soviet Union as part of the State Department’s cultural exchange program, and Garvey developed a keen interest in Russian folk music.  He later returned to the USSR to study Russian folk music traditions and purchased additional folk instruments that he used to establish the Illinois Russian Folk Orchestra.  The Illinois ensemble eventually served as a model for other American universities’ Russian folk orchestras by providing open depoliticized educational spaces for students to pursue their interest in Russian folk music traditions.  This exhibit of folk instruments, photographs, and music provides visitors with a general introduction to Russian folk music traditions and culture that were promoted by the Soviet Union after the Russian Revolution and the folk musicians who immigrated to the United States after WWII.  It also acknowledges many of the talented musicians who performed with the University of Illinois’ Russian Folk Orchestra under Garvey’s direction between 1974 and 1989 and reveals a forgotten part of the University of Illinois’ musical past.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,1,8
337,Illinois’ Anti-Establishment Soundscapes: Troubled Waters in 1970,http://calendars.illinois.edu/detail/7?eventId=33287966,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 30, 2017 - Oct 29, 2018    All Day ",NA,120,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
During the late 1960s many university campuses across America experienced significant political and social turmoil.  For the University of Illinois the spring of 1970 was a time of tremendous political unrest among students and faculty regarding America’s involvement in the Vietnam war, the US Department of Defense’s construction of the Illiac IV supercomputer on campus, the Champaign-Urbana police force’s killing of an unarmed African American student on the Illinois campus, and the Ohio National Guard’s shooting of four students on the campus of Kent State University.   While Illinois’ students and many of its faculty frequently came together at this time to protest the Federal government’s growing political oppression and imperialism, the campus’ activists and protestors used many different music genres to convey their messages across the Urbana-Champaign campus.  Music groups like the Campus Folksong Club, the Walden String Quartet, Medicare 7, 8, or 9, and REO Speedwagon as well as many faculty members from the University’s School of Music frequently lent their musical talents to support these political and social protests.  This exhibit of photographs, news clippings, advertisements, protest broadsides, concert programs, graphic illustrations, and audio recordings highlight the diverse intersections of music, art, and protest on the Illinois campus during the 1970 school year.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,0,4
338,Pioneer Agricultural Journalists Exhibit,http://calendars.illinois.edu/detail/7?eventId=33302534,Exhibition,Agricultural Communications Documentation Center (ACDC),"Funk ACES Library, 2nd Floor, 1101 South Goodwin Avenue, Urbana","Mar 14, 2018 - Jun 1, 2018    All Day ",NA,35,Library Calendar,NA,No Cost,Agricultural Communications Documentation Center,docctr@library.illinois.edu,217-300-0029,NA,"This exhibit provides a sampling of early agricultural editors, focusing on the fifteen journalists William Edward Ogilvie writes about in Pioneering Agricultural Journalists: Brief Biographical Sketches of Some of the Early Editors in the Field of Agricultural Journalism. These pioneering agricultural journalists have used their publications to disseminate agrarian and farming knowledge and to expand the field. You can also visit the Agricultural Communications Documentation Center by appointment to get an up-close look some of the early Ag Comm journals mentioned in the exhibit (and others!) in the Center’s Volume 1 Number 1 Collection.
Visit the online exhibit available here: http://go.library.illinois.edu/agjournalist",1,2,1,0,0,2
339,KAM Exhibition | 2018 School of Art + Design Bachelor of Fine Arts Exhibition,http://calendars.illinois.edu/detail/7?eventId=33295516,Exhibition,Sponsored in part by John and Alice Pfeffer,"Krannert Art Museum Main Level, Rosann Gelvin Noel Gallery and East Gallery","May 11, 2018   9:00 am   ",NA,1,Krannert Art Museum Calendar,NA,"free, donations accepted",NA,kam@illinois.edu,217-333-1861,NA,"In this annual exhibition, Bachelor of Fine Arts graduates present a range of art and design studio practices that illustrate their work with physical materials and digital media. The Bachelor of Fine Arts exhibition displays to the public the School of Art + Design undergraduate curriculum committed to the arts as a distinct and necesary approach to understanding and as an expression of diverse human experiences.
Sponsored in part by John and Alice Pfeffer.
All exhibitions are free and open to the public, open during normal museum hours. Please visit http://www.kam.illinois.edu for more information.",0,2,1,0,1,4
340,KAM Exhibition | Basel Abbas + Ruanne Abou-Rahme: And yet my mask is powerful,http://calendars.illinois.edu/detail/7?eventId=33295729,Exhibition,Krannert Art Museum exhibitions are made possible in part by a generous grant from The Andy Warhol Foundation for the Visual Arts. And yet my mask is powerful is presented in collaboration with Asian American Studies and the Center for South Asian & Middle Eastern Studies. Paid in part by the Student Cultural Programming Fee.,"Krannert Art Museum Main Level, West Gallery","May 11, 2018   9:00 am   ",NA,NA,Krannert Art Museum Calendar,"art, history, video art","free, donations accepted",NA,kam@illinois.edu,217-333-1861,NA,"Basel Abbas and Ruanne Abou-Rahme make collaborative work informed by the artists’ research with historical archives, literature, underground music, and film. And yet my mask is powerful stages encounters with materials from Palestine through installation, sound, cinema, and an artists’ book.
The exhibition has two parts. Part 1 is a video and sound installation. The camera follows a group of young people on a springtime walk through the ruins of a destroyed Palestinian village in Israel. We see them uncover masks, try them on, and descend into a cave. Staging new rituals of recuperation and discovery, their movements are framed by text the artists edited from Adrienne Rich’s award-winning poem Diving into the Wreck (1972). Transposed in English and Arabic, the text forgoes metaphors—seeking not the story of the wreck, but the wreck itself—and searches for what can possibly be retrieved from such a disastrous site. Rich’s feminist screed describes a solitary figure who draws on existing structures yet embarks alone toward a society without domination. Abbas and Abou-Rahme repurpose her words to question colonial legacies and occupation.
Part II resembles a scholarly study or museum storage encompassing both prehistoric time and the digital future. Neolithic limestone masks excavated near the Dead Sea and in the West Bank in the 1980s are “hacked” and reproduced using 3D technology. Printed images overlap with one another against deep blue walls while masks are unpacked, notations taken, plant specimens collected. The installation appears like a brain, inviting visitors to draw connections and peer into the artists’ multi-layered research process.
Abbas and Abou-Rahme are insurgent samplers of culture, digital bandits. And yet my mask is powerful opens possibilities for reimagining fraught histories through narratives other than endless crisis.
Basel Abbas and Ruanne Abou-Rahme’s work has been featured in exhibitions at the Palestinian Museum, the ICA Philadelphia, Portikus, Kunsthalle Wien, the Warsaw Museum of Modern Art, the ICA London, and the Sharjah, São Paulo, Istanbul, Gwangju, and Liverpool biennials. They were awarded the Abraaj Group Art Prize in 2016 and the Sharjah Biennial Prize in 2015. This exhibition is the United States premiere of And yet my mask is powerful.
Curated by Amy L. Powell, curator of Modern and Contemporary Art.
Krannert Art Museum exhibitions are made possible in part by a generous grant from The Andy Warhol Foundation for the Visual Arts. And yet my mask is powerful is presented in collaboration with Asian American Studies and the Center for South Asian & Middle Eastern Studies. Paid in part by the Student Cultural Programming Fee.
All exhibitions are free and open to the public, open during normal museum hours. Please visit http://www.kam.illinois.edu for more information.",1,1,1,0,0,9
341,NCSA Gravity Group Spring Symposium 2018,http://calendars.illinois.edu/detail/7?eventId=33304028,Seminar/Symposium,NCSA,1040 NCSA,"May 11, 2018   1:00 pm   ",NA,13,NCSA events,NA,NA,NA,NA,NA,Registration,"The NCSA Gravity Group has a broad research portfolio across multiple areas of contemporary gravitational wave astrophysics, astrodynamics and multi-messenger astrophysics. Our research includes the use, development and support of the open source community Einstein Toolkit, the exploitation of the Blue Waters supercomputer and XSEDE for large scale gravitational wave data analysis and numerical relativity, development of machine and deep learning algorithms for the detection, and the characterization and scientific exploitation of gravitational wave signals and their electromagnetic and astro-particle counterparts.
The event is open to all but space is limited, so register today.",3,0,0,0,0,0
342,YesPlus UIUC Yoga & Meditation Session,http://calendars.illinois.edu/detail/7?eventId=33294282,Health/Fitness,YesPlus UIUC,"Illini Union, room 314","May 11, 2018   6:00  - 7:00 pm   ",NA,NA,Campus Wellbeing Services - ALL UIUC Wellness Events,"meditation, yoga",Free,YesPlus UIUC,yesplusuiuc@gmail.com,NA,NA,"Yoga and Meditation by YesPlus
 
Come de-stress and energize your body and mind with 1-hour session of mixed yoga and meditation. Yoga mats provided. 
 
Timing & Venue:
Every Monday 6:30-7:30pm @ Orchard Down Community Center
 
Every Friday 6-7pm @ Illini Union Room 314",0,0,0,1,0,0
343,Sousa and Tsar Nicholas II’s Birthday: An Unexpected Tour Adventure,http://calendars.illinois.edu/detail/7?eventId=33287961,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Aug 21, 2017 - Aug 6, 2018    All Day ",NA,291,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
The Russian imperial capital of St. Petersburg was a major stop during John Philip Sousa’s 1903 tour of Europe.  Sousa planned his St. Petersburg performances to coincide with the tsar’s birthday and the bicentennial of the city’s founding, and anticipated large audiences for these concerts because the band had never before played in Russia.  What resulted, however, was a misadventure.  The concerts occurred at the beginning of Russia’s annual summer vacation when most theaters and concerts halls were closed.  In addition Russian music critics’ responses to his music was tepid.  Sousa was intimidated by the extensive advertising throughout the city for what he initially believed to be his music rival Суза, but eventually discovered that this was the Russian spelling of his own name.   While the St. Petersburg performances were not well attended, the concerts did spark deep patriotism among the American diplomats who were able to attend and the Russian aristocracy and military enthusiastically received the Sousa Band’s renditions of the Imperial Russian and American national anthems.  This exhibit of photographs, music, newspaper reviews, and political cartoons document Russian perceptions of America and Sousa’s music at the beginning of the twentieth century.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,1,5
344,Knowledge at Work: The University of Illinois at 150,http://calendars.illinois.edu/detail/7?eventId=33285326,Exhibition,Spurlock Museum,Spurlock Museum,"Sep 12, 2017 - Aug 15, 2018    All Day ",NA,381,Campus General Request Event,"outreach, sesquicentennial",free,Beth Watkins,ewatkins@illinois.edu,217-265-5485,NA,"The exhibit Knowledge at Work: The University of Illinois at 150 traces the connections between the University of Illinois and people, places, and ideas near and far. Explore this community of educators, researchers, and students over decades of learning, research, and public service. Learn about contributions of a wide variety of people and groups to campus history and ways the University has changed how it relates to the people it serves.
 
From its founding as a Land Grant institution in 1867 focused on agriculture and engineering, through expansions into arts, graduate studies, and national and international collaborations, the University has maintained a mission to deliver education and research in service to society. In Knowledge at Work, we look at the role of the University of Illinois as a nexus for bringing together people with diverse backgrounds, perspectives, and experiences in a common pursuit. The background and needs of students and faculty have changed over time, inspiring new facilities, curricula, and services.
On display are artifacts, documents, and photographs from throughout the University’s history: books from the first library collection, a course schedule from 1877, panels from early ILLIAC computers, and Olympian Jean Driscoll’s racing chair.
The exhibit is accompanied by a series of events for all ages: talks, exhibit tours with the curator, family hands-on activities, and historic campus walking tours. Visit the Museum’s website to learn more http://www.spurlock.illinois.edu/events/#ui150.
Knowledge at Work runs September 12, 2017–December 21, 2018 and was developed in partnership with the University of Illinois Archives.",2,1,2,0,3,6
345,“From Russia with Love:” John Garvey’s Russian Folk Orchestra,http://calendars.illinois.edu/detail/7?eventId=33287963,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 12, 2017 - Sep 3, 2018    All Day ",NA,190,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
The University of Illinois Russian Folk Orchestra was founded in 1974 by John Garvey, who had joined the University’s Walden String Quartet in 1948 as its violist and in 1959 established the university’s jazz band program.  In 1969, the jazz band toured the Soviet Union as part of the State Department’s cultural exchange program, and Garvey developed a keen interest in Russian folk music.  He later returned to the USSR to study Russian folk music traditions and purchased additional folk instruments that he used to establish the Illinois Russian Folk Orchestra.  The Illinois ensemble eventually served as a model for other American universities’ Russian folk orchestras by providing open depoliticized educational spaces for students to pursue their interest in Russian folk music traditions.  This exhibit of folk instruments, photographs, and music provides visitors with a general introduction to Russian folk music traditions and culture that were promoted by the Soviet Union after the Russian Revolution and the folk musicians who immigrated to the United States after WWII.  It also acknowledges many of the talented musicians who performed with the University of Illinois’ Russian Folk Orchestra under Garvey’s direction between 1974 and 1989 and reveals a forgotten part of the University of Illinois’ musical past.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,1,8
346,Illinois’ Anti-Establishment Soundscapes: Troubled Waters in 1970,http://calendars.illinois.edu/detail/7?eventId=33287966,Exhibition,Sousa Archives and Center for American Music,"Sousa Archives and Center for American Music, 1103 S. Sixth Street, Champaign","Oct 30, 2017 - Oct 29, 2018    All Day ",NA,120,Library Calendar,NA,No Cost,NA,sousa@illinois.edu,217-244-9309,NA,"2017 American Music Month Exhibit
During the late 1960s many university campuses across America experienced significant political and social turmoil.  For the University of Illinois the spring of 1970 was a time of tremendous political unrest among students and faculty regarding America’s involvement in the Vietnam war, the US Department of Defense’s construction of the Illiac IV supercomputer on campus, the Champaign-Urbana police force’s killing of an unarmed African American student on the Illinois campus, and the Ohio National Guard’s shooting of four students on the campus of Kent State University.   While Illinois’ students and many of its faculty frequently came together at this time to protest the Federal government’s growing political oppression and imperialism, the campus’ activists and protestors used many different music genres to convey their messages across the Urbana-Champaign campus.  Music groups like the Campus Folksong Club, the Walden String Quartet, Medicare 7, 8, or 9, and REO Speedwagon as well as many faculty members from the University’s School of Music frequently lent their musical talents to support these political and social protests.  This exhibit of photographs, news clippings, advertisements, protest broadsides, concert programs, graphic illustrations, and audio recordings highlight the diverse intersections of music, art, and protest on the Illinois campus during the 1970 school year.
For more information, please visit https://archives.library.illinois.edu/sousa/american-music-month/.",0,0,0,0,0,4
347,Pioneer Agricultural Journalists Exhibit,http://calendars.illinois.edu/detail/7?eventId=33302534,Exhibition,Agricultural Communications Documentation Center (ACDC),"Funk ACES Library, 2nd Floor, 1101 South Goodwin Avenue, Urbana","Mar 14, 2018 - Jun 1, 2018    All Day ",NA,35,Library Calendar,NA,No Cost,Agricultural Communications Documentation Center,docctr@library.illinois.edu,217-300-0029,NA,"This exhibit provides a sampling of early agricultural editors, focusing on the fifteen journalists William Edward Ogilvie writes about in Pioneering Agricultural Journalists: Brief Biographical Sketches of Some of the Early Editors in the Field of Agricultural Journalism. These pioneering agricultural journalists have used their publications to disseminate agrarian and farming knowledge and to expand the field. You can also visit the Agricultural Communications Documentation Center by appointment to get an up-close look some of the early Ag Comm journals mentioned in the exhibit (and others!) in the Center’s Volume 1 Number 1 Collection.
Visit the online exhibit available here: http://go.library.illinois.edu/agjournalist",1,2,1,0,0,2
348,"Science at the Market: Office for Mathematics, Science, and Technology Education (MSTE )",http://calendars.illinois.edu/detail/7?eventId=33303258,Other,"Physics Department, University of Illinois","Market at the Square, Lincoln Square, Urbana, IL","May 12, 2018   8:00 am - 12:00 pm   ",NA,3,Physics - Science On The Market,NA,NA,Inga Karliner,karliner@illinois.edu,NA,NA,"For the 9th year, the U of I is bringing ""Science at the Market"" on most Saturday mornings to the Farmers Market at Lincoln Square mall in Urbana. The U of I and other experts will be on hand with demonstrations illustrating the science they represent, and to answer questions from the public about the researchers' discipline.",2,0,0,0,1,0
349,Commencement,http://calendars.illinois.edu/detail/7?eventId=21388403,Other,University of Illinois Board of Trustees,Memorial Stadium,"May 12, 2018   ",NA,91568,Academic Dates,academic,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
